Date,ShopName,Prefecture,longitude,latitude,Open
2021-11-11,奥萬屋,大阪府,135.5132030156821,34.66696349253116,1
2021-11-03,甘芋や,兵庫県,134.69296430507183,34.82478447867534,1
2021-11-02,たいやき 一休 札幌三越店,北海道,141.3521188058976,43.059320733656946,1
2021-10-30,おいもわかいもエコールマミ店,奈良県,135.7235701260081,34.545921008115826,1
2021-10-28,横浜くりこ庵 横浜東口ポルタ店,神奈川県,139.62148141569565,35.46517694939717,1
2021-10-22,日本一たい焼 広島鈴張街道本地店,広島県,132.5111264156815,34.64471389372147,1
2021-10-14,大須壺焼きいも 氏田屋,愛知県,136.90066224946065,35.15920598618679,1
2021-10-07,たい焼き工房 土九 富山ファボーレ店,富山県,137.16928861571685,36.66264608312957,1
2021-10-07,焼き芋専門店 はりろ,岐阜県,136.7126545206839,35.37474785455449,1
2021-10-06,蜜芋工房,愛媛県,132.74723431566923,33.906608632837155,1
2021-10-01,焼き芋 芋笑,三重県,136.4514535206856,34.85230991226287,1
2021-09-30,焼き芋専門店 芋やす 松阪店,三重県,136.5286100152289,34.57906928046592,1
2021-09-28,たいやき天 玉造店,大阪府,135.52794144830574,34.67786148750794,1
2021-09-17,鳴門鯛焼本舗 広島本通店,広島県,132.46086012923448,34.3925629054442,1
2021-09-14,蔵出し焼き芋かいつか ラゾーナ川崎プラザ店,神奈川県,139.69370521569684,35.533103345687984,1
2021-09-11,菓処 芋いつも,群馬県,139.5182321790072,36.24301270999256,1
2021-09-10,神戸芋屋 志のもと 下北沢店,東京都,139.66720482923589,35.66261238836196,1
2021-09-05,さつまいも元帥 斧屋 本店,大阪府,135.51082582925085,34.70254230132456,1
2021-09-03,焼き芋専門店 維新蔵 ルクア大阪店,大阪府,135.49510478558048,34.702847667542926,1
2021-08-03,米乃家 LAND,愛知県,136.851712612893,35.28892375899353,1
2021-07-11,笑顔を運ぶ高級たい焼き きんと雲（KINTOUN）,福岡県,130.51073582923334,33.31606411949959,1
2021-06-18,日本一たい焼滋賀竜王ドライブイン店,滋賀県,136.0918256419399,35.09197734315361,1
2021-06-06,カリカリ博士 アピタ四日市店,三重県,136.61661657313402,34.96808654219343,1
2021-05-28,神鯛＆神遇,島根県,132.7157726476877,34.99730287203033,1
2021-05-19,たいやき 天,大阪府,135.47784921581703,34.67881358044007,1
2021-05-06,高級芋菓子しみず 二子玉川店,東京都,139.62787841583568,35.61055148021072,1
2021-05-02,京都一休 グランエミオ所沢店,埼玉県,139.47396950562492,35.78656978016992,1
2021-04-20,らぽっぽファーム 心斎橋店,大阪府,135.5007530292432,34.67262869877763,1
2021-04-16,つぼ焼いも 岐阜総本舗 幸神 西之神店,岐阜県,136.6073438292442,35.47181699876525,1
2021-04-09,神戸芋屋 志のもと 姫路店,兵庫県,134.692957005606,34.83118378040117,1
2021-04-09,日本一鯛焼き わさだタウン店,大分県,131.57933781578836,33.1890827808495,1
2021-04-08,横浜 こがね庵,新潟県,139.0553117819611,37.91622940329498,1
2021-03-25,くりこ庵 新越谷店,埼玉県,139.78925172926083,35.875520098759324,1
2021-03-13,鳴門鯛焼本舗 吉祥寺駅前店,東京都,-1,-1,1
2021-03-10,スイートポテトパイ専門店 POGG(ポグ) サクラマチ熊本店,熊本県,130.70246044015616,32.80020700104671,1
2021-02-25,芋の上松蔵（いのうえまつぞう）,東京都,139.57899480562327,35.70309908018915,1
2021-02-23,焼き芋スイーツ専門店 ナナシノ焼芋店,東京都,139.76130162926057,35.669162198762315,1
2021-01-11,たい焼き屋 札幌新月堂,北海道,141.33778251599838,43.045343679146924,1
2021-01-01,imoimo,北海道,-1,-1,1
2020-12-27,鯛焼き屋 たよ,岐阜県,137.02776882926068,35.84561599875979,1
2020-12-18,鳴門鯛焼本舗 長岡天神店,京都府,135.6925992879172,34.92615807773717,1
2020-12-18,Ms.Yakiimo（ミズ　ヤキイモ）,東京都,139.7743893056234,35.71213518018709,1
2020-12-14,Oyatsuimo Yotsuya（おやついも よつや）,福岡県,130.5244436790494,33.3049032753127,1
2020-12-14,鯛焼工房やきやきや尾上店,兵庫県,134.82256021295186,34.74967758042199,1
2020-12-11,銀のあん エミフルMASAKI店,愛媛県,132.71495442160224,33.78925965137422,1
2020-12-06,焼き芋じゃいあんと奈良,奈良県,135.76731320560177,34.620154080455215,1
2020-11-30,おめで鯛焼き本舗 イオン豊橋南店,愛知県,137.38606231581772,34.709708480432205,1
2020-11-19,菓匠茶屋 原店,福岡県,130.3398710157955,33.56453848074154,1
2020-10-30,わらしべ イオン伊勢店,三重県,136.72875951581332,34.478343480492256,1
2020-10-22,お伊勢たい焼き 縁屋 瑞穂店,岐阜県,136.6627262056168,35.38432098026476,1
2020-10-20,さつまいも専門店 箱根おいも大学前,神奈川県,-1,-1,1
2020-10-03,焼き芋専門店 芋やす 松阪店,三重県,136.53763182925908,34.548723998779614,1
2020-09-30,わらべのたい焼 ゆめタウン久留米店,福岡県,130.53630571579097,33.321569880811005,1
2020-09-06,おいも屋 いも平,北海道,141.45157260578367,43.018522079148156,1
2020-08-27,たこ焼き すたん堂 STANDO,福岡県,130.441525605583,33.65923048071468,1
2020-07-29,米乃家 アピタ岩倉店,愛知県,-1,-1,1
2020-07-18,壺（つぼ）やきいも スマイル,福島県,140.4689535168839,37.759808772632404,1
2020-07-05,甘党屋 姪浜店,福岡県,130.32317965827784,33.58369299518402,1
2020-06-23,たい焼き工房土九 金沢駅あんと西店,石川県,136.64530631585546,36.57844297999473,1
2020-05-30,Croissant Taiyaki 銀のあん イオンモール旭川駅前店,北海道,142.35794099999998,43.764176,1
2020-03-01,OYOGE 六本木店,東京都,139.72989982926114,35.663650998762385,1
2020-02-16,日本一たい焼き 鈴鹿インター店,三重県,136.4845079058026,34.93204388037571,1
2020-01-22,サザエ食品 西友清田店,北海道,141.4421047279826,42.99825387914921,1
2019-12-09,道頓堀 くくる 錦糸町テルミナ店,東京都,139.81287465829058,35.696331995047714,1
2019-11-30,まつり庵,北海道,140.72634655553128,41.77417538754134,1
2019-11-18,焼きいも すぐる,大阪府,135.5610595853615,34.46248607104026,1
2019-11-14,米乃家 イオンタウン四日市泊店,三重県,136.59911881583218,34.93899468037406,1
2019-10-22,和菓子 たいやき すえき,東京都,139.56018782926117,35.6978519987619,1
2019-10-22,たいサンド FU・Wa・Ri,千葉県,139.93233765829123,35.817940995040686,1
2019-10-11,たい焼き 新宿椿庵 代官山店,東京都,139.7025305995663,35.64981514093201,1
2019-10-10,おめで鯛焼き本舗 セルバ仙台店,宮城県,-1,-1,1
2019-10-07,鯛焼総家 仙台長町ザ・モール店,宮城県,140.87578275792376,38.22564396951788,1
2019-09-19,たいの八(や),東京都,139.7013767067587,35.689909767038564,1
2019-09-15,おめで鯛焼き本舗 サクラマチクマモト店,熊本県,130.70308782924158,32.80052689881029,1
2019-09-06,経堂小倉庵本店 下高井戸店,東京都,139.64115282926113,35.66585899876231,1
2019-09-03,グリーンズコート イトーヨーカドー琴似店,北海道,141.30394131547382,43.08064097914511,1
2019-08-05,銀だこ大衆酒場 吉祥寺店,東京都,139.57822182926114,35.70258799876184,1
2019-07-30,米乃家 イオンモール東浦店,愛知県,136.97198921583268,34.97875048036409,1
2019-07-28,たいやき神田達磨 Pasar蓮田（上り線）店,埼玉県,139.664988658292,35.97847599503147,1
2019-07-03,おやつ工房,兵庫県,135.14621182924378,34.653250998777914,1
